external_id,name,group_name,subgroup_name,category_name,serving_qty,serving_unit,calories_kcal,protein_g,carbs_g,fat_g,source_url
418-xls,"Sábalo, fresco, crudo, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,145,18,0.03,8.1,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
419,"Sábalo, fresco, crudo, músculo ventral - Prochilodus lineatus",Proteinas de origen animal,,Proteinas de origen animal,100,g,151,17.5,0,9,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/419.htm
419-xls,"Sábalo, fresco, crudo, músculo ventral",Proteinas de origen animal,,Proteinas de origen animal,100,g,151,17.5,0,9,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
42,"Trigo, pan negro con levadura agria",Cereales y tuberculos,,Cereales y tuberculos,100,g,271,8.4,58.3,0.5,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/42.htm
420,"Sábalo, fresco, hervido, músculo dorsal - Prochilodus lineatus",Proteinas de origen animal,,Proteinas de origen animal,100,g,130,20.5,0.08,5.3,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/420.htm
420-xls,"Sábalo, fresco, hervido, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,130,20.5,0.08,5.3,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
421,"Sábalo, fresco, al horno, músculo dorsal - Prochilodus lineatus",Proteinas de origen animal,,Proteinas de origen animal,100,g,153,25.1,0.1,5.8,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/421.htm
421-xls,"Sábalo, fresco, al horno, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,153,25.1,0.1,5.8,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
422,"Sábalo, fresco, a la parrilla, músculo dorsal - Prochilodus lineatus",Proteinas de origen animal,,Proteinas de origen animal,100,g,130,23.4,0.1,4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/422.htm
422-xls,"Sábalo, fresco, a la parrilla, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,130,23.4,0.1,4,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
423,"Sábalo, fresco, frito, músculo dorsal - Prochilodus lineatus",Proteinas de origen animal,,Proteinas de origen animal,100,g,166,24.9,0,7.4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/423.htm
423-xls,"Sábalo, fresco, frito, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,166,24.9,0,7.4,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
424,"Surubí, fresco, crudo, músculo dorsal - Pseudoplastistoma coruscans",Proteinas de origen animal,,Proteinas de origen animal,100,g,187,17.6,0,13,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/424.htm
424-xls,"Surubí, fresco, crudo, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,187,17.6,0,13,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
425,"Surubí, fresco, hervido, músculo dorsal - Pseudoplastistoma coruscans",Proteinas de origen animal,,Proteinas de origen animal,100,g,186,23.4,0,10.3,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/425.htm
425-xls,"Surubí, fresco, hervido, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,186,23.4,0,10.3,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
426,"Surubí, fresco, al horno, músculo dorsal - Pseudoplastistoma coruscans",Proteinas de origen animal,,Proteinas de origen animal,100,g,255,23.5,0,17.9,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/426.htm
426-xls,"Surubí, fresco, al horno, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,255,23.5,0,17.9,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
427,"Surubí, fresco, frito, músculo dorsal - Pseudoplastistoma coruscans",Proteinas de origen animal,,Proteinas de origen animal,100,g,269,26.7,0.05,18,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/427.htm
427-xls,"Surubí, fresco, frito, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,269,26.7,0.05,18,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
428,"Patí, fresco, crudo, músculo dorsal - Luciopimelodus pati",Proteinas de origen animal,,Proteinas de origen animal,100,g,161,15.9,0.05,10.8,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/428.htm
428-xls,"Patí, fresco, crudo, músculo dorsal",Proteinas de origen animal,,Proteinas de origen animal,100,g,161,15.9,0.05,10.8,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
429,"Patí, fresco, crudo, músculo ventral - Luciopimelodus pati",Proteinas de origen animal,,Proteinas de origen animal,100,g,159,15.2,0.02,10.9,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/429.htm
429-xls,"Patí, fresco, crudo, músculo ventral",Proteinas de origen animal,,Proteinas de origen animal,100,g,159,15.2,0.02,10.9,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Pescados.xls
43,"Trigo, pan negro con levadura comprimida",Cereales y tuberculos,,Cereales y tuberculos,100,g,269,9.5,52.4,2.4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/43.htm
430,"Zapallo, pulpa, fresco, crudo - Cucurbita pepo",Verduras,,Verduras,100,g,27,0.5,5.8,0.2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/430.htm
430-xls,"Zapallo, pulpa, fresco, crudo",Verduras,,Verduras,100,g,27,0.5,5.8,0.2,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
432,Yogur descremado fortificado con Ca,Lacteos,,Lacteos,100,g,48,4.6,7.1,0.1,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/432.htm
44,"Trigo, pan negro sin levadura",Cereales y tuberculos,,Cereales y tuberculos,100,g,269,9.6,56.3,0.6,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/44.htm
45,"Trigo, sémola, cruda",Cereales y tuberculos,,Cereales y tuberculos,100,g,349,11.7,73.4,0.9,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/45.htm
47,"Trigo, tallarines, frescos, hervidos",Cereales y tuberculos,,Cereales y tuberculos,100,g,98,4.1,16.9,1.5,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/47.htm
482,"Maiz, blanco perla, grano entero, crudo - Zea mays",Cereales y tuberculos,,Cereales y tuberculos,100,g,335,9,74.8,0.9,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/482.htm
482-xls,"Maiz, blanco perla, grano entero, crudo",Cereales y tuberculos,,Cereales y tuberculos,100,g,335,9,74.8,0.9,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
483,"Amaranto, semilla, cruda (Amarantus mantegazzianus) - Amarantus mantegazzianus",Cereales y tuberculos,,Cereales y tuberculos,100,g,388,15.4,62.7,8.4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/483.htm
483-xls,"Amaranto, semilla, cruda (Amarantus mantegazzianus)",Cereales y tuberculos,,Cereales y tuberculos,100,g,388,15.4,62.7,8.4,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
484,"Amaranto, semilla, cruda (Amarantus caudatus) - Amarantus caudatus",Cereales y tuberculos,,Cereales y tuberculos,100,g,384,15.3,63.6,7.6,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/484.htm
484-xls,"Amaranto, semilla, cruda (Amarantus caudatus)",Cereales y tuberculos,,Cereales y tuberculos,100,g,384,15.3,63.6,7.6,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
485,"Amaranto, semillia, cruda (Amarantus cruentus) - Amarantus cruentus",Cereales y tuberculos,,Cereales y tuberculos,100,g,384,15.6,63.4,7.6,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/485.htm
485-xls,"Amaranto, semillia, cruda (Amarantus cruentus)",Cereales y tuberculos,,Cereales y tuberculos,100,g,384,15.6,63.4,7.6,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
486,"Amaranto, semilla, cruda (Amarantus hipochondriacus) - Amarantus hipochondriacus",Cereales y tuberculos,,Cereales y tuberculos,100,g,381,14.4,64.3,7.4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/486.htm
486-xls,"Amaranto, semilla, cruda (Amarantus hipochondriacus)",Cereales y tuberculos,,Cereales y tuberculos,100,g,381,14.4,64.3,7.4,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
487,"Maiz, blanco 8 rayas, grano entero, crudo - Zea Mays",Cereales y tuberculos,,Cereales y tuberculos,100,g,340,7.3,77.7,0.9,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/487.htm
487-xls,"Maiz, blanco 8 rayas, grano entero, crudo",Cereales y tuberculos,,Cereales y tuberculos,100,g,340,7.3,77.7,0.9,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
488,"Maiz, amarillo Leales, grano entero, crudo - Zea Mays",Cereales y tuberculos,,Cereales y tuberculos,100,g,346,10.6,74.1,0.8,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/488.htm
488-xls,"Maiz, amarillo Leales, grano entero, crudo",Cereales y tuberculos,,Cereales y tuberculos,100,g,346,10.6,74.1,0.8,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
489,"Maiz, amarillo trópico 327, grano entero, crudo - Zea Mays",Cereales y tuberculos,,Cereales y tuberculos,100,g,344,9.8,73.6,1.1,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/489.htm
489-xls,"Maiz, amarillo trópico 327, grano entero, crudo",Cereales y tuberculos,,Cereales y tuberculos,100,g,344,9.8,73.6,1.1,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
490,"Maiz amarillo, pisingallo, grano entero, crudo - Zea Mays",Cereales y tuberculos,,Cereales y tuberculos,100,g,345,10.9,74.6,0.5,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/490.htm
490-xls,"Maiz amarillo, pisingallo, grano entero, crudo",Cereales y tuberculos,,Cereales y tuberculos,100,g,345,10.9,74.6,0.5,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
491,"Maiz amarillo, sémola, grano entero, crudo - Zea Mays",Cereales y tuberculos,,Cereales y tuberculos,100,g,305,9,76.4,1.1,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/491.htm
491-xls,"Maiz amarillo, sémola, grano entero, crudo",Cereales y tuberculos,,Cereales y tuberculos,100,g,305,9,76.4,1.1,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Cereales.xls
492,"Lupino andino, con cáscara, semilla, crudo - Lupinus mutabilis sweet",Verduras,,Verduras,100,g,399,37.8,39.5,10,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/492.htm
492-xls,"Lupino andino, con cáscara, semilla, crudo",Verduras,,Verduras,100,g,399,37.8,39.5,10,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
493,"Lupino andino, sin cáscara, semilla, crudo - Lupinus mutabilis sweet",Verduras,,Verduras,100,g,411,38.4,38.3,11.6,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/493.htm
493-xls,"Lupino andino, sin cáscara, semilla, crudo",Verduras,,Verduras,100,g,411,38.4,38.3,11.6,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
494,"Acelga, hoja - Beta vulgaris cycla",Verduras,,Verduras,100,g,15,2.9,0.4,0.2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/494.htm
494-xls,"Acelga, hoja",Verduras,,Verduras,100,g,15,2.9,0.4,0.2,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
495,"Acelga, tallo - Beta vulgaris cycla",Verduras,,Verduras,100,g,8,1.2,0.6,0.1,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/495.htm
495-xls,"Acelga, tallo",Verduras,,Verduras,100,g,8,1.2,0.6,0.1,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
496,Aceituna de monte - Zyziphus sativa,Frutas,,Frutas,100,g,93,1.6,19.4,0.4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/496.htm
496-xls,Aceituna de monte,Frutas,,Frutas,100,g,93,1.6,19.4,0.4,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Frutas.xls
497,"Guaraniná, Brumelia obtusifolia - Brumelia obtusifolia",Frutas,,Frutas,100,g,147,1.6,23.7,3.2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/497.htm
497-xls,"Guaraniná, Brumelia obtusifolia",Frutas,,Frutas,100,g,147,1.6,23.7,3.2,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Frutas.xls
498,Achira (raíces) - Canna coccinea,Verduras,,Verduras,100,g,34,1.7,7.9,0.2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/498.htm
498-xls,Achira (raíces),Verduras,,Verduras,100,g,34,1.7,7.9,0.2,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
499,Achicoria de Monte - Hipochaeris sp.,Verduras,,Verduras,100,g,46,2.8,7.7,1.2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/499.htm
499-xls,Achicoria de Monte,Verduras,,Verduras,100,g,46,2.8,7.7,1.2,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
5,"Avena, grano, arrollada, hervida",Cereales y tuberculos,,Cereales y tuberculos,100,g,86,3.8,13.4,1.9,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/5.htm
50,"Achicoria, hoja, fresca, cruda - Cichorium intybus",Verduras,,Verduras,100,g,21,1.6,2.9,0.3,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/50.htm
50-xls,"Achicoria, hoja, fresca, cruda",Verduras,,Verduras,100,g,21,1.6,2.9,0.3,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
500,"Verdolaga, hoja - Portulaca oleracea",Verduras,,Verduras,100,g,32,2.4,5.7,0.5,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/500.htm
500-xls,"Verdolaga, hoja",Verduras,,Verduras,100,g,32,2.4,5.7,0.5,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
501,"Mastuerzo, hoja - Coronupos didimus",Verduras,,Verduras,100,g,50,3.7,8.1,1.4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/501.htm
501-xls,"Mastuerzo, hoja",Verduras,,Verduras,100,g,50,3.7,8.1,1.4,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
502,Ñandapirí - Eugenia uniflora,Frutas,,Frutas,100,g,70,1.7,14.3,0.7,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/502.htm
502-xls,Ñandapirí,Frutas,,Frutas,100,g,70,1.7,14.3,0.7,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Frutas.xls
503,"Vacuno, bife angosto c/c de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,190,21,0,12,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/503.htm
504,"Vacuno, bola de lomo de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,114,22,0,3.2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/504.htm
505,"Vacuno, brazuelo de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,120,21,0,3.9,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/505.htm
506,"Vacuno, colita de cuadril de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,143,21,0,6.7,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/506.htm
507,"Vacuno, corazón de cuadril de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,116,22,0,2.6,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/507.htm
51,"Ajo, bulbo, fresco, crudo - Alium satyvum",Verduras,,Verduras,100,g,99,4.4,20,0.2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/51.htm
51-xls,"Ajo, bulbo, fresco, crudo",Verduras,,Verduras,100,g,99,4.4,20,0.2,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
510,"Vacuno, nalga de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,106,22,0,1.7,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/510.htm
511,"Vacuno, paleta de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,125,19,0,5.5,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/511.htm
512,"Vacuno, paletín o marucha de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,132,20,0,6.1,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/512.htm
513,"Vacuno, palomita de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,116,20,0,3.7,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/513.htm
514,"Vacuno, peceto de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,125,23,0,1.9,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/514.htm
515,"Vacuno, pecho de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,139,20,0,6.5,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/515.htm
516,"Vacuno, tortuguita de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,154,22,0,7.6,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/516.htm
517,"Vacuno, vacío de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,174,20,0,11,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/517.htm
52,"Alcaucil, inflorescencia, fresco, crudo - Cynara scolymus",Verduras,,Verduras,100,g,63,2.9,11.9,0.4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/52.htm
52-xls,"Alcaucil, inflorescencia, fresco, crudo",Verduras,,Verduras,100,g,63,2.9,11.9,0.4,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
521,"Vacuno, tapa de cuadril de novillito, fresco, crudo",Proteinas de origen animal,,Proteinas de origen animal,100,g,211,20,0,15,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/521.htm
522,"Jamon cocido ""Villafranca Novissimo"".El Bierzo. Reducido en colesterol",Proteinas de origen animal,,Proteinas de origen animal,100,g,98,18,0.8,2.5,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/522.htm
523,"Lomo ahumado de cerdo cocido ""Villafranca Novissimo"". El Bierzo. Reducido en sodio y en colesterol",Proteinas de origen animal,,Proteinas de origen animal,100,g,95,19,0.6,2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/523.htm
524,"Mortadela"" Villafranca Novissimo"". El Bierzo - reducida en grasa y en sodio",Proteinas de origen animal,,Proteinas de origen animal,100,g,139,16,6.4,5.7,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/524.htm
525,"Pastron ahumado ""Villafranca Novissimo"". El Bierzo. Reducido en sodio y en colesterol",Proteinas de origen animal,,Proteinas de origen animal,100,g,79,16,2.4,0.4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/525.htm
526,"Salame ""Villafranca Novissimo"".El Bierzo.Reducido en sodio y en colesterol",Proteinas de origen animal,,Proteinas de origen animal,100,g,134,22,1.5,4.6,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/526.htm
527,Polen de Totora - Typha domingensis,Miscelaneos,,Miscelaneos,100,g,288,14.2,60.8,3.2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/527.htm
527-xls,Polen de Totora,Miscelaneos,,Miscelaneos,100,g,288,14.2,60.8,3.2,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Misc.xls
528,"Poroto Alubia, semilla, seco - Phaseolus vulgaris",Verduras,,Verduras,100,g,337,19.8,62.8,0.8,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/528.htm
528-xls,"Poroto Alubia, semilla, seco",Verduras,,Verduras,100,g,337,19.8,62.8,0.8,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
529,"Poroto Colorado, semilla, seco - Phaseolus vulgaris",Verduras,,Verduras,100,g,333,19.6,61,1.2,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/529.htm
529-xls,"Poroto Colorado, semilla, seco",Verduras,,Verduras,100,g,333,19.6,61,1.2,https://www.argenfood.unlu.edu.ar/Tablas/Grupo/Vegetales.xls
53,"Alfalfa, hoja, fresca, cruda - Medicago sativa",Verduras,,Verduras,100,g,57,6.6,6.8,0.4,https://www.argenfood.unlu.edu.ar/Tablas/Codigo/53.htm
